measure,location,sex,age,cause,metric,year,val,upper,lower
Incidence,Paraguay,Both,All Ages,Major depressive disorder,Number,2017,187877.779318,209025.598916,169999.324077
Incidence,Paraguay,Both,All Ages,Dysthymia,Number,2017,11688.4146691,13329.0127757,10206.8277073
Incidence,Paraguay,Both,All Ages,Anxiety disorders,Number,2017,52430.8547632,55992.1082604,48656.4019666
Incidence,Swaziland,Both,All Ages,Dysthymia,Number,2017,1861.57379684,2134.73788103,1605.23143101
Incidence,Swaziland,Both,All Ages,Anxiety disorders,Number,2017,6350.78505286,6884.43776971,5845.32913205
Incidence,Indonesia,Both,All Ages,Major depressive disorder,Number,2017,4147025.2739,4687267.33276,3676881.17727
Incidence,Indonesia,Both,All Ages,Dysthymia,Number,2017,587819.367421,676316.759537,513104.241867
Incidence,Indonesia,Both,All Ages,Anxiety disorders,Number,2017,1346797.6057,1467257.73625,1249266.13368
Incidence,Eritrea,Both,All Ages,Major depressive disorder,Number,2017,178294.674516,200198.685193,158565.260343
Incidence,Eritrea,Both,All Ages,Dysthymia,Number,2017,9172.53412885,10615.3159605,7877.9445913
Incidence,Eritrea,Both,All Ages,Anxiety disorders,Number,2017,32397.7953364,34885.3715738,29893.5940185
Incidence,Georgia,Both,All Ages,Major depressive disorder,Number,2017,105086.915416,116123.119186,94158.5151451
Incidence,Georgia,Both,All Ages,Dysthymia,Number,2017,7949.41430082,9065.39169866,6920.11185638
Incidence,Georgia,Both,All Ages,Anxiety disorders,Number,2017,15154.1924648,16284.3072592,14095.1204896
Incidence,Portugal,Both,All Ages,Major depressive disorder,Number,2017,472458.6698,519125.709315,429527.076104
Incidence,Portugal,Both,All Ages,Dysthymia,Number,2017,27419.29472,31240.8618028,24015.2989539
Incidence,Portugal,Both,All Ages,Anxiety disorders,Number,2017,64243.1436985,68643.1202461,60052.9643265
Incidence,Azerbaijan,Both,All Ages,Major depressive disorder,Number,2017,217200.366564,243277.099661,194497.018828
Incidence,Azerbaijan,Both,All Ages,Dysthymia,Number,2017,20300.5505471,23202.1999303,17600.0045388
Incidence,Azerbaijan,Both,All Ages,Anxiety disorders,Number,2017,43765.892856,47212.661306,40654.0386097
Incidence,Saint Lucia,Both,All Ages,Major depressive disorder,Number,2017,5274.41963606,5804.88074194,4789.93398031
Incidence,Saint Lucia,Both,All Ages,Dysthymia,Number,2017,327.260963806,372.485480116,284.469444297
Incidence,Saint Lucia,Both,All Ages,Anxiety disorders,Number,2017,1136.71938515,1215.12633753,1058.82897751
Incidence,Poland,Both,All Ages,Major depressive disorder,Number,2017,894799.405272,984231.610628,813163.52816
Incidence,Poland,Both,All Ages,Dysthymia,Number,2017,74777.49079,85821.3275948,65587.1868749
Incidence,Poland,Both,All Ages,Anxiety disorders,Number,2017,188898.152941,201109.9014,176605.1338
Incidence,Namibia,Both,All Ages,Major depressive disorder,Number,2017,69137.8659594,77219.5915878,62078.6477496
Incidence,Namibia,Both,All Ages,Dysthymia,Number,2017,4000.61825816,4570.27418431,3457.85815565
Incidence,Namibia,Both,All Ages,Anxiety disorders,Number,2017,13224.5521045,14297.6970532,12225.903702
Incidence,Cyprus,Both,All Ages,Major depressive disorder,Number,2017,36233.5829284,40265.7936604,32437.8262307
Incidence,Cyprus,Both,All Ages,Dysthymia,Number,2017,2934.50081314,3357.41318226,2537.30900627
Incidence,Cyprus,Both,All Ages,Anxiety disorders,Number,2017,8048.21421937,8594.4785376,7492.32828218
Incidence,Belarus,Both,All Ages,Anxiety disorders,Number,2017,42675.9216559,45503.0949042,39697.8448445
Incidence,Argentina,Both,All Ages,Major depressive disorder,Number,2017,1400087.89703,1557262.83847,1263378.02469
Incidence,Argentina,Both,All Ages,Dysthymia,Number,2017,99890.4381765,113449.925179,86962.6442778
Incidence,Argentina,Both,All Ages,Anxiety disorders,Number,2017,322356.107339,344488.561732,301383.869394
Incidence,Armenia,Both,All Ages,Major depressive disorder,Number,2017,80646.4194084,89324.7040274,72841.4991809
Incidence,Armenia,Both,All Ages,Dysthymia,Number,2017,6431.96518116,7348.93114579,5584.60310987
Incidence,Armenia,Both,All Ages,Anxiety disorders,Number,2017,12695.3871273,13674.6433223,11796.6903278
Incidence,Kazakhstan,Both,All Ages,Major depressive disorder,Number,2017,592961.483157,649297.284167,539773.138396
Incidence,Kazakhstan,Both,All Ages,Dysthymia,Number,2017,34193.1335644,39078.0710627,29735.9110884
Incidence,Kazakhstan,Both,All Ages,Anxiety disorders,Number,2017,75017.2487508,80758.9761249,69793.2257661
Incidence,Grenada,Both,All Ages,Major depressive disorder,Number,2017,3181.46221267,3509.7660288,2878.83658159
Incidence,Grenada,Both,All Ages,Dysthymia,Number,2017,199.616204886,225.544546363,174.26551313
Incidence,Grenada,Both,All Ages,Anxiety disorders,Number,2017,688.776632085,734.116878215,641.410582153
Incidence,Kyrgyzstan,Both,All Ages,Major depressive disorder,Number,2017,159134.409172,177452.729215,144285.546638
Incidence,Kyrgyzstan,Both,All Ages,Dysthymia,Number,2017,11157.7613833,12781.0417136,9735.33596284
Incidence,Kyrgyzstan,Both,All Ages,Anxiety disorders,Number,2017,26640.7553758,28742.9568137,24720.0235942
Incidence,Romania,Both,All Ages,Major depressive disorder,Number,2017,541197.458128,595710.693333,489939.793632
Incidence,Romania,Both,All Ages,Dysthymia,Number,2017,35854.5386266,40609.2219916,31334.3248392
Incidence,Romania,Both,All Ages,Anxiety disorders,Number,2017,92147.8244053,98235.6169875,86362.9028018
Incidence,Senegal,Both,All Ages,Major depressive disorder,Number,2017,370149.550421,413770.998988,331251.890874
Incidence,Senegal,Both,All Ages,Dysthymia,Number,2017,22713.1284201,25955.5967823,19635.8118255
Incidence,Zimbabwe,Both,All Ages,Major depressive disorder,Number,2017,332865.99708,372041.547982,297079.96132
Incidence,Zimbabwe,Both,All Ages,Dysthymia,Number,2017,23139.8308182,26442.5375142,20023.8875757
Incidence,Zimbabwe,Both,All Ages,Anxiety disorders,Number,2017,77147.6971352,83408.8376556,71269.8821595
Incidence,Suriname,Both,All Ages,Major depressive disorder,Number,2017,25223.2639726,27798.5722996,23110.7623074
Incidence,Suriname,Both,All Ages,Dysthymia,Number,2017,996.43233232,1132.52414777,866.821759003
Incidence,Suriname,Both,All Ages,Anxiety disorders,Number,2017,3668.79513801,3912.9860605,3427.35613283
Incidence,Senegal,Both,All Ages,Anxiety disorders,Number,2017,72172.5915169,77558.8214519,66640.1711168
Incidence,Sierra Leone,Both,All Ages,Major depressive disorder,Number,2017,217375.889113,242746.561589,195443.338221
Incidence,Sierra Leone,Both,All Ages,Dysthymia,Number,2017,12070.6064677,13818.1087152,10359.198118
Incidence,Sierra Leone,Both,All Ages,Anxiety disorders,Number,2017,38851.3291122,41744.7974859,35956.3936698
Incidence,Afghanistan,Both,All Ages,Major depressive disorder,Number,2017,1134384.27757,1281986.62798,1001820.71424
Incidence,Afghanistan,Both,All Ages,Dysthymia,Number,2017,44568.7244016,51753.2408198,38326.2237747
Incidence,Afghanistan,Both,All Ages,Anxiety disorders,Number,2017,227108.094237,245763.951875,209404.67829
Incidence,Denmark,Both,All Ages,Major depressive disorder,Number,2017,164437.629784,181586.661759,148451.348713
Incidence,Denmark,Both,All Ages,Dysthymia,Number,2017,13263.197401,15067.3846663,11539.519367
Incidence,Burundi,Both,All Ages,Major depressive disorder,Number,2017,302010.858354,338711.871044,269449.47461
Incidence,Burundi,Both,All Ages,Dysthymia,Number,2017,15895.1969298,18320.9571221,13648.5839964
Incidence,Burundi,Both,All Ages,Anxiety disorders,Number,2017,58921.5741791,63342.40889,54541.8576842
Incidence,Finland,Both,All Ages,Major depressive disorder,Number,2017,243872.259474,264477.09464,225747.260649
Incidence,Finland,Both,All Ages,Dysthymia,Number,2017,14039.7624597,15891.5539793,12243.6476158
Incidence,Finland,Both,All Ages,Anxiety disorders,Number,2017,27529.5965386,29265.018626,25854.9679792
Incidence,Sweden,Both,All Ages,Major depressive disorder,Number,2017,461912.347,510676.968633,422896.5714
Incidence,Sweden,Both,All Ages,Dysthymia,Number,2017,23169.6627194,26271.6937635,20318.5129239
Incidence,Thailand,Both,All Ages,Major depressive disorder,Number,2017,1789521.61754,1981095.02939,1619752.86516
Incidence,Thailand,Both,All Ages,Dysthymia,Number,2017,190522.321897,222120.196519,164592.871645
Incidence,Thailand,Both,All Ages,Anxiety disorders,Number,2017,365160.86721,387897.326819,341352.801377
Incidence,Denmark,Both,All Ages,Anxiety disorders,Number,2017,35300.1559343,37738.0025818,32911.2672351
Incidence,Malaysia,Both,All Ages,Major depressive disorder,Number,2017,819252.919189,909278.96503,735395.225692
Incidence,Malaysia,Both,All Ages,Dysthymia,Number,2017,67714.828094,77845.8873843,58756.1150359
Incidence,Sweden,Both,All Ages,Anxiety disorders,Number,2017,61371.9191744,66331.286872,57021.7027141
Incidence,Maldives,Both,All Ages,Major depressive disorder,Number,2017,10294.1148587,11533.1623421,9253.23518956
Incidence,Maldives,Both,All Ages,Dysthymia,Number,2017,980.969228468,1136.0887815,842.04863957
Incidence,Maldives,Both,All Ages,Anxiety disorders,Number,2017,2345.24479699,2510.73772774,2170.79431975
Incidence,Turkey,Both,All Ages,Major depressive disorder,Number,2017,3083901.05606,3397032.96756,2806851.47856
Incidence,Serbia,Both,All Ages,Major depressive disorder,Number,2017,267373.521548,296090.850527,240465.518374
Incidence,Serbia,Both,All Ages,Dysthymia,Number,2017,16936.6402909,19350.3213486,14875.4800551
Incidence,Serbia,Both,All Ages,Anxiety disorders,Number,2017,43671.9078844,46707.951006,40808.676168
Incidence,Malawi,Both,All Ages,Major depressive disorder,Number,2017,437886.798263,490145.883289,392571.179698
Incidence,Malawi,Both,All Ages,Dysthymia,Number,2017,25751.1897946,29657.7928699,22110.1721707
Incidence,Malawi,Both,All Ages,Anxiety disorders,Number,2017,93460.2078505,100854.089632,86222.2296235
Incidence,Swaziland,Both,All Ages,Major depressive disorder,Number,2017,40140.2833713,44832.4619307,36215.351936
Incidence,Tajikistan,Both,All Ages,Major depressive disorder,Number,2017,166259.119598,186277.186413,149024.543557
Incidence,Tajikistan,Both,All Ages,Dysthymia,Number,2017,15318.3232942,17586.3614772,13341.5549104
Incidence,Tajikistan,Both,All Ages,Anxiety disorders,Number,2017,38505.2358936,41443.024253,35751.4178727
Incidence,Germany,Both,All Ages,Major depressive disorder,Number,2017,3001212.8802,3286541.6224,2744686.16221
Incidence,Germany,Both,All Ages,Dysthymia,Number,2017,206385.911286,233482.199847,180913.905195
Incidence,Germany,Both,All Ages,Anxiety disorders,Number,2017,538343.478272,574316.909115,503545.659204
Incidence,Brazil,Both,All Ages,Major depressive disorder,Number,2017,7426865.52628,8104377.06471,6812222.51941
Incidence,Brazil,Both,All Ages,Dysthymia,Number,2017,403811.236348,461318.768766,351810.998085
Incidence,Brazil,Both,All Ages,Anxiety disorders,Number,2017,1610023.52093,1736537.64758,1494085.35221
Incidence,Switzerland,Both,All Ages,Major depressive disorder,Number,2017,300049.467468,330264.363964,272676.376635
Incidence,Switzerland,Both,All Ages,Dysthymia,Number,2017,20086.7084289,22926.1016551,17428.3479195
Incidence,Switzerland,Both,All Ages,Anxiety disorders,Number,2017,52176.2869453,55791.5382653,48655.3823813
Incidence,Turkey,Both,All Ages,Dysthymia,Number,2017,169544.650991,192507.207536,147305.221821
Incidence,Turkey,Both,All Ages,Anxiety disorders,Number,2017,476109.466719,510305.899643,444879.302657
Incidence,Tunisia,Both,All Ages,Major depressive disorder,Number,2017,497292.195724,553458.077508,449820.616922
Incidence,Tunisia,Both,All Ages,Dysthymia,Number,2017,22339.463993,25609.0225269,19445.44553
Incidence,Tunisia,Both,All Ages,Anxiety disorders,Number,2017,78370.4628077,83919.0440666,72873.2021639
Incidence,Iran,Both,All Ages,Dysthymia,Number,2017,167245.178409,192737.288777,144582.025854
Incidence,Iran,Both,All Ages,Anxiety disorders,Number,2017,699453.934827,759845.312733,643680.842689
Incidence,Bhutan,Both,All Ages,Major depressive disorder,Number,2017,28437.2989504,31631.88641,25406.6874692
Incidence,Bhutan,Both,All Ages,Dysthymia,Number,2017,1841.43796705,2110.63704225,1588.47546599
Incidence,Bhutan,Both,All Ages,Anxiety disorders,Number,2017,5757.96266319,6212.79596268,5348.72258116
Incidence,Sri Lanka,Both,All Ages,Major depressive disorder,Number,2017,587545.688776,643731.61131,536623.390207
Incidence,Sri Lanka,Both,All Ages,Dysthymia,Number,2017,52115.0426507,60048.2005005,45279.2380588
Incidence,Sri Lanka,Both,All Ages,Anxiety disorders,Number,2017,110574.30955,118071.11776,103906.038024
Incidence,France,Both,All Ages,Anxiety disorders,Number,2017,443512.694544,472840.281992,415785.980988
Incidence,Bolivia,Both,All Ages,Major depressive disorder,Number,2017,322969.513526,357374.984142,292711.93195
Incidence,Bolivia,Both,All Ages,Dysthymia,Number,2017,17911.1583317,20409.8673301,15590.7047843
Incidence,Bolivia,Both,All Ages,Anxiety disorders,Number,2017,69784.3134137,74964.1734451,64551.3495134
Incidence,Vietnam,Both,All Ages,Anxiety disorders,Number,2017,360120.84018,385862.017956,335641.028125
Incidence,Burkina Faso,Both,All Ages,Major depressive disorder,Number,2017,569536.876562,634583.377755,510415.515556
Incidence,Burkina Faso,Both,All Ages,Dysthymia,Number,2017,30833.6402921,35267.6633389,26622.5734583
Incidence,Burkina Faso,Both,All Ages,Anxiety disorders,Number,2017,102713.087969,110673.278548,94676.5935555
Incidence,Cape Verde,Both,All Ages,Major depressive disorder,Number,2017,21817.1301088,24183.8628441,19787.3999171
Incidence,Cape Verde,Both,All Ages,Dysthymia,Number,2017,1014.86770841,1157.9239269,878.515951323
Incidence,Cape Verde,Both,All Ages,Anxiety disorders,Number,2017,2735.76655626,2944.48150223,2543.19467166
Incidence,Austria,Both,All Ages,Major depressive disorder,Number,2017,251542.983997,274765.763442,229471.257924
Incidence,Austria,Both,All Ages,Dysthymia,Number,2017,20708.7269825,23576.255836,17966.5655897
Incidence,Austria,Both,All Ages,Anxiety disorders,Number,2017,53084.6869194,56726.6242553,49514.4456137
Incidence,Togo,Both,All Ages,Major depressive disorder,Number,2017,218315.930097,242985.241595,195518.861015
Incidence,Togo,Both,All Ages,Dysthymia,Number,2017,11952.7837861,13700.7518292,10329.6721702
Incidence,Togo,Both,All Ages,Anxiety disorders,Number,2017,37596.3013725,40381.9648159,34739.0397661
Incidence,Ecuador,Both,All Ages,Major depressive disorder,Number,2017,474972.240513,525405.041218,431777.990002
Incidence,Jamaica,Both,All Ages,Major depressive disorder,Number,2017,70562.3168083,78578.4126051,63515.4765081
Incidence,Jamaica,Both,All Ages,Dysthymia,Number,2017,4933.59201038,5601.05153953,4300.6195409
Incidence,Jamaica,Both,All Ages,Anxiety disorders,Number,2017,18052.3644232,19286.3194109,16758.3589375
Incidence,United States,Both,All Ages,Major depressive disorder,Number,2017,14023730.3987,15289636.387,12965952.5861
Incidence,United States,Both,All Ages,Dysthymia,Number,2017,929784.182435,1056215.44032,805100.752669
Incidence,United States,Both,All Ages,Anxiety disorders,Number,2017,2478842.78836,2665469.28725,2296496.98439
Incidence,Iceland,Both,All Ages,Major depressive disorder,Number,2017,9634.79673374,10629.9178833,8736.68037374
Incidence,Iceland,Both,All Ages,Dysthymia,Number,2017,757.340747859,864.079586099,658.363040985
Incidence,Iceland,Both,All Ages,Anxiety disorders,Number,2017,2164.12191769,2318.63152944,2017.01110896
Incidence,Ecuador,Both,All Ages,Dysthymia,Number,2017,27547.9164147,31351.2637099,24003.756807
Incidence,Ecuador,Both,All Ages,Anxiety disorders,Number,2017,103010.615267,110659.856847,95293.2357842
Incidence,Djibouti,Both,All Ages,Major depressive disorder,Number,2017,34000.901451,37846.724004,30311.0651125
Incidence,Djibouti,Both,All Ages,Dysthymia,Number,2017,1881.51121894,2163.42412099,1617.46682783
Incidence,Djibouti,Both,All Ages,Anxiety disorders,Number,2017,6011.31819126,6470.17101029,5560.44495167
Incidence,Uzbekistan,Both,All Ages,Major depressive disorder,Number,2017,761978.934926,840582.820056,688049.207656
Incidence,Uzbekistan,Both,All Ages,Dysthymia,Number,2017,58547.2155502,67266.1375174,51015.28527
Incidence,Philippines,Both,All Ages,Major depressive disorder,Number,2017,1715090.88857,1914357.35912,1543801.72753
Incidence,Philippines,Both,All Ages,Dysthymia,Number,2017,209721.349041,240661.268977,182254.168823
Incidence,Philippines,Both,All Ages,Anxiety disorders,Number,2017,519715.44665,557064.84439,483011.101426
Incidence,Iraq,Both,All Ages,Major depressive disorder,Number,2017,1575384.1075,1764262.18574,1417033.95661
Incidence,United Kingdom,Both,All Ages,Major depressive disorder,Number,2017,2651561.201,2960841.94312,2384667.45191
Incidence,United Kingdom,Both,All Ages,Dysthymia,Number,2017,154554.852036,175604.19326,135417.796931
Incidence,United Kingdom,Both,All Ages,Anxiety disorders,Number,2017,382373.846498,410612.564798,356104.891613
Incidence,Uzbekistan,Both,All Ages,Anxiety disorders,Number,2017,137446.7729,148010.092018,127504.540306
Incidence,Jordan,Both,All Ages,Major depressive disorder,Number,2017,366439.805424,409291.938332,327756.328451
Incidence,Jordan,Both,All Ages,Dysthymia,Number,2017,17622.3798035,20344.1943447,15242.0976966
Incidence,Jordan,Both,All Ages,Anxiety disorders,Number,2017,76029.4638203,81622.8557165,70559.997397
Incidence,Yemen,Both,All Ages,Major depressive disorder,Number,2017,1106669.03927,1244426.79661,978288.0211
Incidence,Cote d'Ivoire,Both,All Ages,Major depressive disorder,Number,2017,614346.490961,684240.84071,547669.905206
Incidence,Cote d'Ivoire,Both,All Ages,Dysthymia,Number,2017,38337.3863883,43936.2778479,32997.6277949
Incidence,Cote d'Ivoire,Both,All Ages,Anxiety disorders,Number,2017,123542.353305,132997.387733,114190.090855
Incidence,Mongolia,Both,All Ages,Major depressive disorder,Number,2017,104117.199321,115756.581493,94744.0644136
Incidence,Mongolia,Both,All Ages,Dysthymia,Number,2017,5926.64248882,6830.39272677,5138.17094961
Incidence,Mongolia,Both,All Ages,Anxiety disorders,Number,2017,13741.6539755,14821.753132,12748.779063
Incidence,Myanmar,Both,All Ages,Major depressive disorder,Number,2017,571133.327419,638858.286974,513919.133282
Incidence,Myanmar,Both,All Ages,Dysthymia,Number,2017,118319.827655,136375.819063,102891.633264
Incidence,Myanmar,Both,All Ages,Anxiety disorders,Number,2017,273539.696414,294333.816657,254767.322887
Incidence,Rwanda,Both,All Ages,Major depressive disorder,Number,2017,388691.731531,435598.699818,348168.996474
Incidence,Rwanda,Both,All Ages,Dysthymia,Number,2017,19591.7901077,22634.8145642,16878.012747
Incidence,Rwanda,Both,All Ages,Anxiety disorders,Number,2017,68267.6072492,73160.1710233,63096.8024811
Incidence,Slovenia,Both,All Ages,Major depressive disorder,Number,2017,73786.0278651,81978.9995108,66974.1692192
Incidence,Slovenia,Both,All Ages,Dysthymia,Number,2017,4062.96214297,4661.5738041,3570.52414894
Incidence,Slovenia,Both,All Ages,Anxiety disorders,Number,2017,9958.3188059,10621.891408,9320.44892367
Incidence,Yemen,Both,All Ages,Dysthymia,Number,2017,44309.2522165,51354.4267362,38374.910697
Incidence,Yemen,Both,All Ages,Anxiety disorders,Number,2017,212202.912042,227965.93847,195579.54199
Incidence,United Arab Emirates,Both,All Ages,Major depressive disorder,Number,2017,341980.892278,398846.244217,295780.60547
Incidence,United Arab Emirates,Both,All Ages,Dysthymia,Number,2017,18289.9723836,21952.7337205,15212.3573864
Incidence,United Arab Emirates,Both,All Ages,Anxiety disorders,Number,2017,72789.3751419,79952.1645435,66132.7406861
Incidence,Albania,Both,All Ages,Major depressive disorder,Number,2017,61331.2463327,67640.4458083,55305.2091437
Incidence,Albania,Both,All Ages,Dysthymia,Number,2017,5125.69907893,5826.81706423,4515.15911136
Incidence,Albania,Both,All Ages,Anxiety disorders,Number,2017,13722.343168,14688.0151606,12770.9355155
Incidence,Ireland,Both,All Ages,Major depressive disorder,Number,2017,185667.402183,205168.286516,168883.414925
Incidence,Ireland,Both,All Ages,Dysthymia,Number,2017,11085.0461319,12633.9621876,9638.57289226
Incidence,Ireland,Both,All Ages,Anxiety disorders,Number,2017,33249.6772306,35602.0038218,31199.6356045
Incidence,Timor-Leste,Both,All Ages,Major depressive disorder,Number,2017,26490.7086918,30364.1088597,23359.0136884
Incidence,Timor-Leste,Both,All Ages,Dysthymia,Number,2017,2303.95762546,2636.04240542,2006.4588084
Incidence,Timor-Leste,Both,All Ages,Anxiety disorders,Number,2017,6349.32386164,6859.79974529,5916.02490754
Incidence,Kuwait,Both,All Ages,Major depressive disorder,Number,2017,176758.792374,200261.343154,156845.372479
Incidence,Kuwait,Both,All Ages,Dysthymia,Number,2017,8127.61593443,9524.23173448,6926.7530793
Incidence,Kuwait,Both,All Ages,Anxiety disorders,Number,2017,31272.3262229,33766.435696,28907.627657
Incidence,Turkmenistan,Both,All Ages,Major depressive disorder,Number,2017,112584.958584,124796.67362,101627.238468
Incidence,Turkmenistan,Both,All Ages,Dysthymia,Number,2017,9058.69471384,10407.0762854,7884.84267515
Incidence,Colombia,Both,All Ages,Major depressive disorder,Number,2017,1129536.01327,1241640.05853,1025619.8557
Incidence,Colombia,Both,All Ages,Dysthymia,Number,2017,70462.4345109,79539.1372448,61601.3474864
Incidence,Colombia,Both,All Ages,Anxiety disorders,Number,2017,215815.167832,230767.492826,201307.424154
Incidence,Benin,Both,All Ages,Major depressive disorder,Number,2017,306392.011664,340627.07046,275428.832692
Incidence,Benin,Both,All Ages,Dysthymia,Number,2017,17092.330638,19570.347481,14673.5430791
Incidence,Benin,Both,All Ages,Anxiety disorders,Number,2017,57061.94077,61302.3823137,52627.9419544
Incidence,Turkmenistan,Both,All Ages,Anxiety disorders,Number,2017,20855.3948996,22417.3533913,19359.5856763
Incidence,Ethiopia,Both,All Ages,Major depressive disorder,Number,2017,2950869.46451,3368138.43319,2596789.88142
Incidence,Ethiopia,Both,All Ages,Dysthymia,Number,2017,152339.280746,176378.688159,131924.066028
Incidence,Ethiopia,Both,All Ages,Anxiety disorders,Number,2017,570690.025649,624130.629094,517430.552621
Incidence,Algeria,Both,All Ages,Major depressive disorder,Number,2017,1506798.26449,1683480.87117,1343997.28334
Incidence,Algeria,Both,All Ages,Dysthymia,Number,2017,73035.0627158,84399.9109574,63260.9230237
Incidence,Saint Vincent and the Grenadines,Both,All Ages,Major depressive disorder,Number,2017,3401.51336511,3758.11160741,3077.64739636
Incidence,Algeria,Both,All Ages,Anxiety disorders,Number,2017,278177.009383,298045.475602,258023.011879
Incidence,Saint Vincent and the Grenadines,Both,All Ages,Dysthymia,Number,2017,205.073338124,232.24539661,178.258660186
Incidence,Saint Vincent and the Grenadines,Both,All Ages,Anxiety disorders,Number,2017,724.827260957,773.933762084,675.748359683
Incidence,Belarus,Both,All Ages,Major depressive disorder,Number,2017,426851.717545,474973.356854,385922.245632
Incidence,Belarus,Both,All Ages,Dysthymia,Number,2017,24576.4497793,28087.885832,21420.0452413
Incidence,Chile,Both,All Ages,Major depressive disorder,Number,2017,678731.867355,757232.457352,616993.381102
Incidence,Chile,Both,All Ages,Dysthymia,Number,2017,42167.8119321,48029.0780253,36649.4043201
Incidence,Chile,Both,All Ages,Anxiety disorders,Number,2017,128486.726997,137324.065847,120271.21601
Incidence,American Samoa,Both,All Ages,Major depressive disorder,Number,2017,1069.0867875,1193.78633779,964.475979415
Incidence,American Samoa,Both,All Ages,Dysthymia,Number,2017,116.982248018,134.686500096,101.472644145
Incidence,American Samoa,Both,All Ages,Anxiety disorders,Number,2017,289.070595236,311.322135161,268.897424625
Incidence,Bangladesh,Both,All Ages,Major depressive disorder,Number,2017,6379411.59409,7076080.94677,5773886.22931
Incidence,Bangladesh,Both,All Ages,Dysthymia,Number,2017,309138.907696,353372.404895,268205.923201
Incidence,Bangladesh,Both,All Ages,Anxiety disorders,Number,2017,995992.124099,1068793.64922,923809.526931
Incidence,Kenya,Both,All Ages,Major depressive disorder,Number,2017,1305939.90276,1454212.2726,1173754.31155
Incidence,Kenya,Both,All Ages,Dysthymia,Number,2017,76874.7115015,88554.0635722,66429.4674666
Incidence,Kenya,Both,All Ages,Anxiety disorders,Number,2017,268310.793486,295051.69794,244984.223956
Incidence,Cameroon,Both,All Ages,Major depressive disorder,Number,2017,786843.228756,875435.442521,703701.43521
Incidence,Cameroon,Both,All Ages,Dysthymia,Number,2017,42207.5141977,48301.577538,36294.8609676
Incidence,Cameroon,Both,All Ages,Anxiety disorders,Number,2017,139129.298044,149876.393075,128272.356324
Incidence,Uruguay,Both,All Ages,Major depressive disorder,Number,2017,108339.000442,119192.652021,99463.1056801
Incidence,Uruguay,Both,All Ages,Dysthymia,Number,2017,7980.49459683,9035.39264602,6955.51232006
Incidence,Uruguay,Both,All Ages,Anxiety disorders,Number,2017,24012.1854044,25683.3291202,22489.8331531
Incidence,Bermuda,Both,All Ages,Major depressive disorder,Number,2017,2145.86286338,2373.39246204,1940.86833215
Incidence,Bermuda,Both,All Ages,Dysthymia,Number,2017,135.886734819,154.16810064,118.385296871
Incidence,The Gambia,Both,All Ages,Major depressive disorder,Number,2017,71265.1840407,79736.6508471,63723.4285688
Incidence,The Gambia,Both,All Ages,Dysthymia,Number,2017,3258.70854653,3728.97701917,2796.18239277
Incidence,The Gambia,Both,All Ages,Anxiety disorders,Number,2017,10654.1567495,11460.5603894,9832.47915639
Incidence,Trinidad and Tobago,Both,All Ages,Major depressive disorder,Number,2017,50946.6065755,56464.0737536,46460.1831504
Incidence,Trinidad and Tobago,Both,All Ages,Dysthymia,Number,2017,2609.36799515,2960.98847847,2263.03889796
Incidence,Trinidad and Tobago,Both,All Ages,Anxiety disorders,Number,2017,8783.22870917,9386.26711691,8176.53528553
Incidence,Egypt,Both,All Ages,Major depressive disorder,Number,2017,3015524.05225,3373210.00044,2697120.45671
Incidence,Egypt,Both,All Ages,Dysthymia,Number,2017,148231.142025,169643.46853,128534.301619
Incidence,Egypt,Both,All Ages,Anxiety disorders,Number,2017,624778.235681,673994.290515,578336.379173
Incidence,Estonia,Both,All Ages,Major depressive disorder,Number,2017,58350.4998541,64692.4930243,52709.1358888
Incidence,Estonia,Both,All Ages,Dysthymia,Number,2017,3370.74024383,3831.06568552,2946.92497534
Incidence,Estonia,Both,All Ages,Anxiety disorders,Number,2017,5787.14046335,6166.23106375,5396.39317929
Incidence,Fiji,Both,All Ages,Major depressive disorder,Number,2017,20703.6710244,23082.3477304,18734.3207325
Incidence,Fiji,Both,All Ages,Dysthymia,Number,2017,1960.26022855,2254.53507555,1702.84377028
Incidence,Fiji,Both,All Ages,Anxiety disorders,Number,2017,4652.66427812,4986.02350635,4344.49840629
Incidence,Vietnam,Both,All Ages,Major depressive disorder,Number,2017,1879651.44444,2079085.54212,1699299.73513
Incidence,Vietnam,Both,All Ages,Dysthymia,Number,2017,226606.186619,261776.525995,196111.778595
Incidence,Chad,Both,All Ages,Major depressive disorder,Number,2017,403003.904763,451298.338823,357006.016258
Incidence,Chad,Both,All Ages,Dysthymia,Number,2017,20308.2450498,23297.7982656,17465.9713426
Incidence,Chad,Both,All Ages,Anxiety disorders,Number,2017,73087.6955864,79017.4141439,67265.2825844
Incidence,Guam,Both,All Ages,Major depressive disorder,Number,2017,4666.03368268,5164.55378045,4236.90363996
Incidence,Guam,Both,All Ages,Dysthymia,Number,2017,382.68917008,439.228432532,331.978997405
Incidence,Guam,Both,All Ages,Anxiety disorders,Number,2017,846.49242991,906.657710531,790.128593247
Incidence,Canada,Both,All Ages,Major depressive disorder,Number,2017,1097138.40432,1207126.53585,997302.507786
Incidence,Canada,Both,All Ages,Dysthymia,Number,2017,103179.999234,116372.343546,89694.7734636
Incidence,India,Both,All Ages,Major depressive disorder,Number,2017,44879159.5139,49384973.5182,40865654.7764
